Company,Job Category,Title,Processed Title,Min Salary,Max Salary,Adjusted Salary,Last Update
Hodie Marketing,Business Development / Sales,B2B Corporate Sales Representative ,"['b2b', 'corpor', 'sale', 'repres']",2500,4000,2600.0,2021-03-14
SearchAsia Consulting Pte Ltd,Human Resource,Executive Search Consultant ,"['execut', 'search', 'consult']",2400,4000,2560.0,2021-03-12
Hong An Engineering,Engineering,Assistant Engineer,"['assist', 'engin']",2500,3500,2500,2021-03-12
Atlas Marketing Group,Marketing,Marketing,['market'],2500,4500,2800.0,2021-03-10
Carro Singapore,Software Engineering,Engineering Manager,"['engin', 'manag']",9000,13000,9000,2021-03-15
Eaglesview Marketing Pte Ltd,Business Development / Sales,Events Sales Representatives (Travelling Opportunities),"['event', 'sale', 'repres', 'travel', 'opportun']",3000,4000,3000,2021-03-15
Dyna-mac Engineering Services Pte Ltd,Other,HSE Supervisor ,"['hse', 'supervisor']",2200,2700,2200,2021-03-12
Carro Singapore,Administrative,Claims Specialist (Motor),"['claim', 'specialist', 'motor']",2500,3500,2500,2021-03-15
Stagencies Pte Ltd,Other,Salesperson,['salesperson'],1400,3500,1960.0,2021-03-12
EVOLVE MMA,Other,E-Commerce Executive,"['e-commerc', 'execut']",2300,3000,2300,2021-03-15
Qiren,Design,Creative UI/UX Designer,"['creativ', 'ui/ux', 'design']",2200,3000,2200,2021-03-12
S2-mart,Management,Management Trainee @7-Eleven,"['manag', 'traine', '7-eleven']",1800,2200,1800,2021-03-13
Carro Singapore,Software Engineering,Lead Software Engineer (Mobile),"['lead', 'softwar', 'engin', 'mobil']",7000,10000,7000,2021-03-15
Bigfoot Logistic,Operations,Warehouse Storekeeper cum Forklift Driver,"['warehous', 'storekeep', 'cum', 'forklift', 'driver']",1700,1900,1700,2021-03-13
Carro Singapore,Product Management,Product Manager (Software Development),"['product', 'manag', 'softwar', 'develop']",5000,7000,5000,2021-03-15
Bigfoot Logistic,Operations,Reefer Technician – PSA Port Operation,"['reefer', 'technician', 'psa', 'port', 'oper']",2300,2500,2300,2021-03-13
Atlas Marketing Group,Marketing,Marketing Associate,"['market', 'associ']",2500,4500,2800.0,2021-03-10
Asiaone Online Pte Ltd,Software Engineering,Junior Software Engineer,"['junior', 'softwar', 'engin']",2500,4000,2600.0,2021-03-09
SearchAsia Consulting Pte Ltd,Human Resource,Executive Search Consultant (Consumer Markets),"['execut', 'search', 'consult', 'consum', 'market']",3000,3500,3000,2021-03-10
Bigfoot Logistic,Operations,Prime Mover Driver Foreman – PSA Port Operation,"['prime', 'mover', 'driver', 'foreman', 'psa', 'port', 'oper']",2310,2710,2310,2021-03-13
Recruit Express Pte Ltd,Operations,Contract Building Facilities Engineer Up to $3.5K Urgent #JCL (WEST),"['contract', 'build', 'facil', 'engin', 'Up', 'to', '3.5k', 'urgent', 'jcl', 'west']",2800,3500,2800,2021-03-09
Kobe Global Technologies Pte Ltd,Media & Communications,Country Specialist - Indonesia,"['countri', 'specialist', 'indonesia']",350,800,460.0,2021-03-16
Scanto Technology Pte Ltd,Software Engineering,Full Stack Developer ,"['full', 'stack', 'develop']",5500,6500,5500,2021-03-11
Asia Innovatory Management School,Education,Language Teacher (English/ Malay),"['languag', 'teacher', 'english/', 'malay']",3500,5000,3500,2021-03-15
Alinea Marketing Group,Business Development / Sales,"B2B Sales and Marketing Associates (Entry Level, Training Provided!)","['b2b', 'sale', 'and', 'market', 'associ', 'entri', 'level', 'train', 'provid']",2500,3500,2500,2021-03-14
Recruit Express Pte Ltd,Business Development / Sales,HR Recruitment Specialist ,"['HR', 'recruit', 'specialist']",3000,3500,3000,2021-03-15
Prem Roy Motoring Pte Ltd,Administrative,Administrative Executive,"['administr', 'execut']",2000,2500,2000,2021-03-15
Goalsmapper Pte Ltd,Software Engineering,Full Stack Developer,"['full', 'stack', 'develop']",3000,5000,3200.0,2021-03-11
Ignite Marketing Group ,Hospitality and Travel,Sales & Marketing (Training Mentorship provided),"['sale', 'market', 'train', 'mentorship', 'provid']",3100,3800,3100,2021-03-11
Ignite Marketing Group ,Product Management,Customer Acquisition Associate ,"['custom', 'acquisit', 'associ']",3100,3500,3100,2021-03-14
Bigfoot Logistic,Legal,Compliance & Audit Officer - Logistic,"['complianc', 'audit', 'offic', 'logist']",2000,2500,2000,2021-03-12
Resolutez,Marketing,Sales and Marketing Representative,"['sale', 'and', 'market', 'repres']",2500,4000,2600.0,2021-03-14
One Degree Alliance Pte Ltd,Finance,Financial Trainee,"['financi', 'traine']",2000,4000,2400.0,2021-03-15
En-syst Equipment & Services Pte Ltd -,Engineering,QA / QC Engineer,"['QA', 'QC', 'engin']",2200,2600,2200,2021-01-12
Ach Organisation,Finance,Financial Planners,"['financi', 'planner']",1000,1500,1000.0,2021-01-20
Great Eastern Financial Advisers Pte Ltd,Finance,Managment Associate Programme,"['manag', 'associ', 'programm']",2000,5000,2800.0,2021-01-13
Starburst Productions Pte Ltd,Media & Communications,Motion Graphics Editor,"['motion', 'graphic', 'editor']",1500,2500,1600.0,2021-01-22
Resolutez,Business Development / Sales,Business Development ,"['busi', 'develop']",2500,4000,2600.0,2021-01-19
Find Solid International (holdings) Pte Ltd,Other,Autocad Drafter,"['autocad', 'drafter']",2300,3000,2300,2021-01-13
Patec Pte Ltd,Engineering,Service Technician ,"['servic', 'technician']",1800,2500,1800,2021-01-13
Prelude Recruit,Business Development / Sales,B2B Project Sales Representative,"['b2b', 'project', 'sale', 'repres']",2500,4000,2600.0,2021-01-17
Nanhai Business Solutions Pte Ltd,Finance,Accounts Assistant (1-year Contract),"['account', 'assist', '1-year', 'contract']",2000,2300,2000,2021-01-19
Team Ascension,Finance,Wealth Management Associates,"['wealth', 'manag', 'associ']",2000,5000,2800.0,2021-01-13
Stagencies Pte Ltd,Other,Forklift Operator,"['forklift', 'oper']",2000,2200,2000,2021-01-12
Ark Marketing,Business Development / Sales,Sales & Development Rep ( Entry Level / Immediate ),"['sale', 'develop', 'rep', 'entri', 'level', 'immedi']",2500,5500,3200.0,2021-01-21
Media Men Pte Ltd,Other,Client Services & Project Executive,"['client', 'servic', 'project', 'execut']",2200,2600,2200,2021-01-13
Level,Other,Personal Trainer,"['person', 'trainer']",2000,5000,2800.0,2021-01-12
Mdr Limited,Other,Mobile Phone Technician,"['mobil', 'phone', 'technician']",1800,2200,1800,2021-01-13
Prelude Recruit,Business Development / Sales,Corporate Sales and Marketing ,"['corpor', 'sale', 'and', 'market']",2500,4000,2600.0,2021-01-12
Media Men Pte Ltd,Management,Executive Secretary,"['execut', 'secretari']",2800,3000,2800,2021-01-13
Above & Beyond Partners Pte Ltd,Administrative,Personal Assistant,"['person', 'assist']",2400,3400,2400,2021-01-06
SearchAsia Consulting Pte Ltd,Human Resource,Talent Acquisition Consultant (#LKC) ,"['talent', 'acquisit', 'consult', 'lkc']",2800,4000,2800,2021-01-19
Mantor,Marketing,Marketing manager,"['market', 'manag']",500,700,500,2021-01-19
Lauretta.io,Data Science,AI Data Engineer,"['AI', 'data', 'engin']",2500,3800,2520.0,2021-01-18
Includo Pte Ltd,Software Engineering,Project Manager Role for IT Infrastructure (1-Year Contract),"['project', 'manag', 'role', 'for', 'IT', 'infrastructur', '1-year', 'contract']",5000,5500,5000,2021-01-08
Prelude Recruit,Business Development / Sales,Project Sales Representative (B2B) ,"['project', 'sale', 'repres', 'b2b']",2500,4000,2600.0,2021-01-21
My Little Big Boss,Design,Junior Graphic Designer,"['junior', 'graphic', 'design']",1800,2500,1800,2021-01-19
Find Solid International (holdings) Pte Ltd,Other,Estimator,['estim'],2500,3000,2500,2021-01-13
Kaisers Asia,Business Development / Sales,B2b Corporate Sales Associate (Entry Level),"['b2b', 'corpor', 'sale', 'associ', 'entri', 'level']",2500,5000,3000.0,2020-12-18
Ezsy Pte Ltd,Design,UI/UX Designer,"['ui/ux', 'design']",2500,4000,2600.0,2020-12-23
RYSH Organization,Business Development / Sales,Sales & Marketing Representative ,"['sale', 'market', 'repres']",2500,5500,3200.0,2020-12-29
Stagencies Pte Ltd,Other,sushi chef,"['sushi', 'chef']",2200,3200,2200,2021-01-03
Sunriseclick,Operations,Supply Chain Executive,"['suppli', 'chain', 'execut']",2000,2400,2000,2020-12-15
Browzwear,Business Development / Sales,3-D APPAREL DEVELOPMENT SPECIALIST,"['3-d', 'apparel', 'develop', 'specialist']",2300,3300,2300,2020-12-23
Spike Marketing,Finance,Business Development Associate (Entry-Level),"['busi', 'develop', 'associ', 'entry-level']",2500,4000,2600.0,2020-12-16
Eight Foods Pte Ltd,Administrative,Administrative Assistant,"['administr', 'assist']",1800,2200,1800,2020-12-14
Gather Technologies Pte Ltd,Operations,Operations Supervisor,"['oper', 'supervisor']",2800,2800,2800,2020-12-21
99.co,Finance,Senior Finance Executive,"['senior', 'financ', 'execut']",3300,3900,3300,2021-01-04
Hodie Marketing,Business Development / Sales,B2B Sales Representative,"['b2b', 'sale', 'repres']",2500,4500,2800.0,2020-12-24
North West 7,Media & Communications,"Video Editor (Junior) @ 2,800 SGD","['video', 'editor', 'junior', 'sgd']",2800,3000,2800,2020-12-17
Fei Siong Food Management Pte. Ltd.,Software Engineering,Full Stack Software Engineer,"['full', 'stack', 'softwar', 'engin']",3200,4500,3200,2020-12-23
Bigfoot Logistic,Human Resource,HR Officer (Payroll),"['HR', 'offic', 'payrol']",2000,2500,2000,2020-12-14
Resolutez,Business Development / Sales,Corporate Sales,"['corpor', 'sale']",2500,5000,3000.0,2021-01-02
Pronto Arigato,Engineering,Computer Repair Technician,"['comput', 'repair', 'technician']",2500,3000,2500,2020-12-28
SOL59,Software Engineering,Web App Developer,"['web', 'app', 'develop']",2000,4000,2400.0,2020-12-24
aAdvantage Consulting Group Pte Ltd,Business Development / Sales,Solutions Consultant (Customer Success),"['solut', 'consult', 'custom', 'success']",4000,5000,4000,2020-12-29
Spectrum Ingredients Pte Ltd,Other,Delivery Driver (Mid-Night Shift),"['deliveri', 'driver', 'mid-night', 'shift']",1400,2200,1440.0,2020-12-29
Good Wood Carpentry Pte Ltd,Business Development / Sales,Sales Executive,"['sale', 'execut']",1700,1700,1700,2020-12-29
K-9 Artefacts Pte Ltd,Business Development / Sales,SALES EXECUTIVE | For ORIJEN The World's Best Petfood,"['sale', 'execut', 'for', 'orijen', 'the', 'world', ""'s"", 'best', 'petfood']",3000,3500,3000,2020-12-31
Snapcut,Other,Marketing and Product Operations [Gaming Startup],"['market', 'and', 'product', 'oper', 'game', 'startup']",800,1200,800.0,2020-12-27
Lumitics,Business Development / Sales,Sales and Business Development Executive,"['sale', 'and', 'busi', 'develop', 'execut']",1800,3000,1920.0,2020-12-18
Sedgwick Singapore Pte Ltd,Other,Claims Handler,"['claim', 'handler']",2500,3500,2500,2020-12-15
Super Galvanising Pte Ltd,Operations,Workplace Safety and Health Officer,"['workplac', 'safeti', 'and', 'health', 'offic']",5000,7000,5000,2020-12-15
Bigfoot Logistic,Operations,Class 4 Delivery Driver,"['class', 'deliveri', 'driver']",2500,2700,2500,2020-12-16
Coin Invest,Finance,work from home manager hiring now,"['work', 'from', 'home', 'manag', 'hire', 'now']",2200,3900,2440.0,2020-12-23
Stagencies Pte Ltd,Other,ice cream scooper,"['ice', 'cream', 'scooper']",2000,2200,2000,2020-12-17
Bigfoot Logistic,Human Resource,HR Officer (Recruitment),"['HR', 'offic', 'recruit']",2000,3500,2200.0,2020-12-14
CLICKTROY (SG) PTE LTD,Other,Bicycle assembler - Children bikes,"['bicycl', 'assembl', 'children', 'bike']",1300,1600,1300,2020-12-18
Skillseed Pte Ltd,Finance,Finance Manager,"['financ', 'manag']",2400,3200,2400,2021-01-04
Autoshield Pte Ltd,Business Development / Sales,Business Development Executive,"['busi', 'develop', 'execut']",1500,1800,1500,2020-12-23
Mosanco Enchanted Cafe,Operations,URGENT FT/PT NIGHT SHIFT Kitchen Assistant x15  - Cooking & Food Prep!,"['urgent', 'ft/pt', 'night', 'shift', 'kitchen', 'assist', 'x15', 'cook', 'food', 'prep']",1800,2000,1800,2020-12-29
Mosanco Enchanted Cafe,Operations,URGENT FT Cafe Ops Assistant / Executive x15 - Cafe-skills Learning Opportunities!,"['urgent', 'FT', 'cafe', 'op', 'assist', 'execut', 'x15', 'cafe-skil', 'learn', 'opportun']",1800,2500,1800,2020-12-29
The Tanglin Club,Hospitality and Travel,F&B Captain,"['F', 'B', 'captain']",1650,2400,1650,2020-12-28
Xixilimofficial,Other,Artiste Personal Assistant ,"['artist', 'person', 'assist']",500,600,500,2020-12-14
Gan Teck Kar Investments Pte Ltd,Design,Digital Artist Cum Content Developer ,"['digit', 'artist', 'cum', 'content', 'develop']",2500,3500,2500,2020-12-28
Trade Link Group,Administrative,Admin and Marketing Exec,"['admin', 'and', 'market', 'exec']",1600,2200,1600,2020-12-16
Spike Marketing,Marketing,Corporate Brand Ambassador,"['corpor', 'brand', 'ambassador']",2500,4500,2800.0,2020-12-16
Sri Murugan Enterprises Pte Ltd,Administrative,Accounts Executive,"['account', 'execut']",2500,3500,2500,2020-12-28
Call Lade Enterprises Pte Ltd,Other,PRIME MOVER DRIVERS NEEDED @ PSA!,"['prime', 'mover', 'driver', 'need', 'psa']",2800,4000,2800,2020-12-29
K-9 Artefacts Pte Ltd,Business Development / Sales,SALES & MARKETING  MANAGER  | For ORIJEN The World's Best Petfood,"['sale', 'market', 'manag', 'for', 'orijen', 'the', 'world', ""'s"", 'best', 'petfood']",4600,5000,4600,2020-12-27
Hawkermatic Pte Ltd,Engineering,Product Technician,"['product', 'technician']",1350,2000,1350,2020-12-15
Baker's Brew Studio Pte. Ltd.,Operations,Retail Service Crew (Full Time),"['retail', 'servic', 'crew', 'full', 'time']",1600,2000,1600,2020-12-16
RYSH Organization,Business Development / Sales,B2B Customer Acquisition,"['b2b', 'custom', 'acquisit']",2500,5500,3200.0,2020-12-29
FT Consulting Pte Ltd,Consulting,Brand Consultant,"['brand', 'consult']",3000,5000,3200.0,2020-12-16
Call Lade Enterprises Pte Ltd,Operations,Container Lashing Specialist | Joining Bonus ,"['contain', 'lash', 'specialist', 'join', 'bonu']",3000,3600,3000,2021-01-06
Team Altra,Business Development / Sales,Sales & Marketing Representative,"['sale', 'market', 'repres']",2500,4500,2800.0,2021-01-04
Stagencies Pte Ltd,Other,Hiring Sous Chef,"['hire', 'sou', 'chef']",2800,3200,2800,2020-12-15
Visionary Interior Design Pte Ltd,Design,Sales Designer,"['sale', 'design']",1000,4000,2000.0,2020-12-23
Bigfoot Logistic,Operations,Delivery Attendant,"['deliveri', 'attend']",1400,1700,1400,2020-12-16
Pba Group,Administrative,HR Admin and Facilities Executive,"['HR', 'admin', 'and', 'facil', 'execut']",2200,3300,2200.0,2020-12-10
Team Altra,Business Development / Sales,Project Leader,"['project', 'leader']",2500,4500,2800.0,2020-12-28
Mad Roaster,Other,Barista,['barista'],1200,1500,1200,2020-12-14
Eltean Agencies Pte Ltd,Administrative,Accounts & Admin Assistant,"['account', 'admin', 'assist']",1800,2000,1800,2020-12-24
Invictus,Business Development / Sales,Sales Delegates (Training Provided),"['sale', 'deleg', 'train', 'provid']",2000,3500,2200.0,2020-12-15
Zwoo Mobile Pte Ltd,Operations,E- Commerce Operation Executive #SGUnitedJobs,"['E-', 'commerc', 'oper', 'execut', 'sgunitedjob']",1800,2200,1800,2020-12-15
Roboto Coding Academy,Education,"Part-Time Technology Educator (STEM, Robotics & Coding)","['part-tim', 'technolog', 'educ', 'stem', 'robot', 'code']",30,60,36.0,2020-12-16
Yolo Technology Pte Ltd (Bossjob.ph),Human Resource,People Operations Executive,"['peopl', 'oper', 'execut']",2500,3500,2500,2020-12-16
Sunriseclick,Design,Graphic Designer,"['graphic', 'design']",2200,3500,2280.0,2020-12-15
Team Altra,Business Development / Sales,Campaign Leader,"['campaign', 'leader']",2500,4500,2800.0,2021-01-04
Mindchamps Preschool @ The Brooks Ii Pte. Limited,Education,L2 English Teacher,"['L2', 'english', 'teacher']",2200,2800,2200,2020-12-14
Resolutez,Business Development / Sales,Business development,"['busi', 'develop']",2500,3000,2500,2020-12-27
Bigfoot Logistic,Operations,Class 3 Delivery Driver,"['class', 'deliveri', 'driver']",2000,2200,2000,2020-12-16
K-9 Artefacts Pte Ltd,Business Development / Sales,SALES SPECIALIST | For ORIJEN The World's Best Petfood,"['sale', 'specialist', 'for', 'orijen', 'the', 'world', ""'s"", 'best', 'petfood']",2000,2400,2000,2020-12-27
Luna Group,Business Development / Sales,Corporate Sales and Marketing Associate ,"['corpor', 'sale', 'and', 'market', 'associ']",2500,4800,2920.0,2020-12-12
K-9 Artefacts Pte Ltd,Other,MANAGEMENT TRAINEE | For ORIJEN The World's Best Petfood,"['manag', 'traine', 'for', 'orijen', 'the', 'world', ""'s"", 'best', 'petfood']",1800,2400,1800,2020-12-28
GP Hotel Management,Hospitality and Travel,Maintenance Technician,"['mainten', 'technician']",1700,1900,1700,2020-12-18
Neeyamo Enterprise Solutions,Other, Country Sales Partner,"['countri', 'sale', 'partner']",2500,2800,2500,2020-12-23
Beyond Design,Design,Interior Designer,"['interior', 'design']",3000,6000,3600.0,2020-12-29
Xplorer Events Pte Ltd,Marketing,Marketing Assistant,"['market', 'assist']",1200,1800,1200.0,2020-12-29
Ignite Marketing Group ,Business Development / Sales,Sales & Marketing Associate ,"['sale', 'market', 'associ']",2900,4400,2920.0,2020-12-13
Kelter International Pte Ltd,Marketing,Customer Service and Marketing Support,"['custom', 'servic', 'and', 'market', 'support']",1400,1800,1400,2020-12-14
K-9 Artefacts Pte Ltd,Business Development / Sales,SALES MANAGER | For ORIJEN The World's Best Petfoods,"['sale', 'manag', 'for', 'orijen', 'the', 'world', ""'s"", 'best', 'petfood']",6600,7000,6600,2020-12-27
